Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
4,435.8478993,491645.5232,337509.6271,2167.783338,57.28085269,3,291076119,2,12065371.43,37520.94564,47.34693169,1754
5,330.0480285,448286.2435,205213.363,6725.325426,96.73337803,3,97478692.08,3,17806775.76,10606.18643,4.705834149,3124
2,482.5518677,192692.2164,5424.906577,4498.767371,82.08041415,3,264727431.6,2,7691799.216,1343.066039,5.635794846,2388
2,650.8375446,260105.857,202234.4476,6084.962352,68.13961118,2,357669050.2,2,15682802.18,43500.61288,22.04093694,4987
7,182.0652634,224480.07,398432.3678,3458.234539,79.87137446,4,370089365.2,1,16613068.6,38979.28377,81.7765604,437
5,727.9598175,417596.3237,98892.45861,6205.060188,52.55312308,1,473749809.2,2,14233272.56,49793.6604,73.46861769,2091
3,105.6882263,146469.6527,168886.0224,1420.016729,71.49677859,2,251882617.8,2,14831692.06,29001.56289,93.74231185,348
3,499.2653073,28189.72577,383213.5987,1475.144978,55.54104511,2,7281472.94,1,8655353.694,31790.05415,94.54574808,2097
3,164.4497346,237235.7886,146719.1826,5320.149394,79.0519904,1,178743711.7,3,9869708.284,42389.40132,57.43814962,2996
2,980.9929055,459910.8882,230440.1397,4312.599656,66.73440448,4,423802368.9,3,16559417.99,14076.63151,39.06614586,3501
2,423.9023869,272678.5777,121569.4947,1446.012515,60.61867046,2,188653919.2,3,5181712.917,43112.32502,1.224169658,1249
2,123.9985084,416949.0181,93898.04256,6955.412783,64.09881596,2,414556729.2,1,1194741.805,43703.58837,73.64897732,3458
3,745.4324637,296271.923,86861.6497,1097.110635,83.17014448,3,306275194.5,1,18724100.9,2957.270101,77.40160317,103
7,440.7831499,12887.2852,298153.2488,1281.0917,68.70462863,1,115201038,1,10184634.94,49325.99393,86.17800667,3428
6,99.36948174,170329.8457,357000.8458,8275.377176,95.84105447,2,187346500.5,1,13452542.91,42414.90488,82.90776742,3599
7,576.870133,180403.2133,449404.9934,1603.159729,92.28230866,2,444075992.7,2,12497711.14,43322.90078,30.06705832,4665
7,218.1057121,98479.42672,385684.5961,9349.222018,60.56157347,1,492155648,3,15255216.78,40057.5585,5.066862083,1260
3,514.8640017,218510.6036,366007.9531,8210.611097,86.81813733,4,154654362.3,3,2245754.068,6224.145835,63.27573818,855
3,930.2385741,159193.1072,359139.7467,9974.532525,66.62137713,4,264238383.1,1,19221468.88,11957.63591,41.83089819,2309
3,864.3222741,297206.1022,258460.4982,2957.154116,62.04094207,2,64650965.61,3,15107792.09,41260.0698,71.78459665,731
1,830.5411573,17237.54609,274221.5109,4061.167202,75.07759882,1,93121034.26,1,5129296.999,2996.436871,93.28637841,3084
2,878.8602151,350103.0653,375670.1923,4188.369659,69.78203555,1,123779421.4,3,9815644.355,37477.50173,2.343163994,3010
3,249.7329621,445516.9501,26840.79839,7569.695515,99.07999739,1,126387661.9,3,6585276.223,46965.15984,68.49846926,2587
1,888.5430144,250944.6795,4661.422746,3672.17239,66.08741494,4,376525003.7,2,18899067.87,17312.92132,38.32586004,2416
1,905.3317815,237010.223,368041.1831,1930.336338,75.90372998,3,198151792,1,2464724.28,45061.06983,26.06669478,4199
6,562.3004707,313839.9577,107731.0899,5315.581348,53.5878682,2,481280003,1,5374064.112,18289.12939,28.63568482,4531
5,286.81523,4202.421744,101931.3424,7202.23277,69.56872812,3,308446891.6,3,18647263.18,21165.14254,7.661638807,1061
5,784.1963656,31125.33514,189757.6424,2680.417954,89.869257,2,412968927.5,3,8817137.552,9627.341973,55.41789966,1163
6,712.5199702,72723.54155,264667.6531,1948.278255,91.79008775,3,2466373.067,1,1349281.406,12072.68653,53.10954664,4651
5,164.004614,386413.219,138277.9914,3072.687967,98.83565218,4,418326175.4,3,3467488.829,35814.5109,16.96204042,688
3,956.729311,100302.3697,421064.0908,2452.739576,94.11091248,3,347331019.3,1,12951189.62,42470.46302,50.38491603,464
6,208.5334249,380823.232,395013.2137,2688.450745,94.94519197,2,414344420.3,3,15929448.42,48785.08559,35.408248,1848
7,688.2979877,120778.6555,271903.8169,6734.276633,72.69288314,2,117086998.3,3,7848221.798,21373.31156,99.75589344,4853
3,42.86876247,114196.611,95813.88243,5945.701963,98.51751617,4,201689214.9,1,19546596.84,47679.3361,48.05431537,1917
4,344.5981092,487180.3757,282729.0065,9700.083978,61.44449445,4,183923255.5,3,18856399.72,36253.37459,52.58580788,4966
5,856.0982307,303141.688,10360.19356,6096.588818,72.70562884,1,330796979,3,11286861.13,34534.98921,15.51387777,2579
1,751.7162523,237646.8481,222094.8668,871.6332632,58.12540827,3,304747713.7,2,4381768.85,34192.58916,47.55571404,3012
1,300.9810256,26437.67489,135152.7064,2652.616243,64.76283809,2,375158479.2,2,4715956.559,1840.960609,11.02116032,4204
6,784.4554336,128209.1187,397418.7473,3433.739917,54.82440009,2,123081387.4,2,14303853.88,17896.79609,39.62003167,2002
6,186.4348406,490322.492,428357.2251,4980.044205,75.7186713,2,409285531.5,3,14214532.87,29392.70583,98.22188252,1685
5,869.438543,100865.2743,48955.99455,3998.471534,60.81122267,2,430786831.7,1,4120604.002,35685.85165,66.94175327,1904
1,189.2416956,118843.0284,52178.14597,8131.269442,57.50610675,2,139620091.5,1,13844681.32,34430.08608,73.51461589,2385
4,295.2434201,74531.57911,208410.7877,9405.830702,93.54469014,1,115430906,2,18728685.38,4668.340941,14.56898495,3340
2,965.8817983,324385.884,434546.0359,7421.117825,98.06285259,1,253255445.3,1,16071378.12,48031.02681,58.31595777,826
1,724.6145516,206682.224,345086.2296,7116.202132,56.75242958,2,315687020.2,2,15576930.17,42096.51795,41.42380418,3517
7,223.4732282,166270.8752,7296.561006,9508.992407,54.80762121,4,109864106.1,2,9975024.946,21292.34228,82.1708887,1032
7,725.7126905,201292.6185,132600.7231,3994.829687,89.61012873,4,254834854.9,2,14954061.8,25842.87653,5.335833366,2063
2,373.5147733,335739.4064,296249.5013,6302.872291,81.42584869,2,61984406.39,2,1991889.139,43941.31769,14.3675104,1642
1,522.2396719,31541.92666,343345.7049,1174.905204,72.5745752,3,426660428.3,2,13064729.62,39680.64593,58.41628965,2776
1,624.0383931,303782.7028,141049.4508,8467.012287,94.90341455,4,334251832.4,1,12629679.82,22528.11724,81.14324616,4349
6,412.0662884,14523.15471,442863.3264,2063.257609,65.69044195,1,229099104.4,2,11926733.13,26932.047,46.50152432,796
7,419.2663037,190722.7428,344717.3849,9032.161356,87.89508892,2,158465007.7,2,17822804.19,5822.237397,63.72638857,4520
7,967.6486449,420513.938,82033.72202,3026.531737,98.07112008,3,20496369.52,1,2505901.254,9095.834259,22.15868768,1548
1,429.1329716,298903.3413,406775.8916,6203.432063,68.45040541,2,346015993.9,3,5740136.064,35728.37071,89.3006333,831
3,565.3691692,209001.1225,150637.2504,9089.867564,91.58617484,1,61607097.38,3,8715498.556,31144.79056,37.8605812,3510
7,249.7708136,22367.89336,438286.1385,5853.450288,88.37968174,4,249757042,3,3242818.062,32155.03771,18.58923548,757
3,93.53165472,178216.6999,210002.961,4217.53624,59.9687265,3,229032067.4,2,12480827.51,25291.46896,35.97717375,4787
4,492.089243,20426.61382,59025.41742,1777.384267,73.58247166,4,355780937.3,1,5468649.374,1696.546787,82.85254218,2129
3,906.594895,478764.9125,24800.72032,6121.485832,97.50241705,1,191477431.3,3,14284666.75,44586.59062,81.04094215,978
5,766.1622522,10872.80292,406728.7895,2723.739277,69.91623283,1,6150694.261,1,2715361.562,18324.65909,32.21714795,2113
3,524.8354824,339994.4178,363676.4665,8066.131812,87.56499807,2,357460981,1,11435535.92,23110.10068,41.41686992,3341
5,286.2075363,57670.64194,131363.1552,6707.090315,68.54903631,3,354982363.6,2,8519795.435,2372.841974,4.660571648,93
3,719.2889433,93053.96718,296983.7225,2540.946791,65.26479369,3,37038230.99,3,2851482.205,29402.45999,17.07474684,2254
3,535.0697795,121179.5761,266118.804,193.5690644,87.30075782,1,309675556.9,3,1131608.35,9264.26203,85.78297236,677
3,59.10273414,280594.3729,247244.6558,206.4256432,72.79893939,2,364220053.3,2,1715313.018,8897.761437,14.05655498,939
4,842.7270247,133703.8069,36304.25692,3682.098533,55.12589608,2,333242593.2,2,13759179.97,38457.01903,71.45493053,827
7,115.9787606,313267.2741,328136.3775,961.8884566,65.58979694,2,5164608.663,1,15217498.71,13954.71455,55.07627596,2898
3,279.6883709,496507.938,272318.4666,2704.760247,99.44908966,4,439184655.3,1,3404141.644,33502.52169,18.43368645,2627
7,573.1875085,251609.5971,135118.9911,9057.44207,96.42308635,2,307403083.3,3,19400271.48,17099.74679,72.21943371,2098
4,961.0163323,346688.1065,448045.0996,5032.523561,59.02097171,4,37682716.62,1,18813174.63,16135.07543,94.19235274,817
4,523.5086545,367570.4669,328220.2827,7398.452747,86.78526025,2,304914663.7,3,2507120.27,7001.958721,59.05966982,1291
4,636.4526066,189561.8244,397983.6786,8470.584775,55.05107832,3,291801360,2,5657609.942,42136.74397,42.59424735,4640
2,574.3131653,482293.3536,309074.9281,2057.589173,52.39242473,4,235517808.7,1,1592801.448,38099.64716,36.07666928,4861
3,706.6550668,376535.4392,354836.2423,3933.548492,60.84236789,4,245898431.2,3,2627420.248,11347.30967,28.02756734,885
1,399.6706608,230966.5344,31191.16981,5556.07852,90.26583573,2,25489823.84,1,1089941.758,15094.85719,96.53961824,408
5,928.3923942,208655.1841,75100.44295,4877.845689,63.47944229,1,313399070,1,18452579.13,39993.70244,73.40387244,2882
3,684.6209255,158471.4499,256035.816,2152.553661,97.10541577,3,221730848.5,3,15167554.06,47537.16233,99.78677457,4549
3,123.1160786,104883.5658,241403.8674,5369.644689,55.54927913,1,402110642.8,2,8450554.705,5711.532787,42.01530311,2131
3,201.1770478,37929.80041,345585.5281,2115.330516,73.37780029,1,436314810.7,1,14089810.59,38930.70675,21.26283666,2097
5,787.1085736,371359.3147,347576.448,9487.311146,84.0036071,1,344295759.1,1,9128199.863,2157.046367,91.61784224,4065
4,32.17721012,429511.6667,72689.58299,2133.203026,56.35906889,3,173085580,2,10297921.13,32620.85969,13.13554275,4909
7,377.4867723,416135.6981,115111.4932,3242.71308,76.08586875,2,16709101.94,2,9231741.28,24443.55669,35.21166396,495
2,508.5922617,356853.9694,370471.9113,300.8832935,77.98500817,3,11571759.59,2,8773086.991,46496.11468,29.70929666,1982
3,738.2348185,381117.1564,252137.8712,3598.039146,96.60744829,3,22131132.75,3,979040.8728,48090.08753,48.39512129,707
4,962.1525678,497806.8785,43096.69577,4971.673371,69.64418186,4,381582596.7,2,17310305.35,22774.50134,13.27578042,3372
4,318.8524433,482443.5593,222686.5154,7506.816862,71.69075262,2,51522793.32,3,1042949.716,4062.97931,91.16926758,284
6,111.6543918,405475.8372,333582.8144,8047.888783,74.38188124,1,181743158.9,1,8662985.75,49148.44762,41.7519073,2739
4,658.7397768,336019.5462,437115.9283,1064.539821,76.53405011,1,34699726.22,1,2426361.99,22339.44327,75.62214343,4953
3,420.6149275,496680.8917,298300.7089,1114.236206,53.49710434,2,85634421.7,3,2677470.902,42547.09626,59.1425376,1009
1,919.5722939,275442.0642,29566.28118,642.6984961,78.07493914,3,317389231.9,1,10513568.63,16226.9283,27.00668355,3510
3,981.8328324,377734.8354,234223.3254,557.656986,80.04460577,1,272533133.3,2,3911883.837,6745.786298,81.81935889,2101
2,960.3916997,393682.9888,110863.1891,7177.793951,81.20845998,3,65647177.93,1,13442431.31,35444.14131,13.01078303,4250
2,83.44759109,165756.7064,225616.8323,560.3745677,93.97380525,2,336523414.5,1,14141869.74,12442.10448,48.14470334,267
1,233.358451,236980.5017,406442.346,5699.752179,68.52614642,3,331439930.9,3,2682706.256,36638.11442,35.83899486,3814
4,124.2616355,217637.5098,439379.2353,8289.642731,90.39898539,3,437411809.3,1,14232700.41,49670.4366,72.31732459,730
6,538.24826,208314.1409,388160.6591,4123.32148,74.91630214,2,35875364.49,2,12527816.79,13431.9235,45.80056362,1166
6,950.6974936,229178.5193,442840.9974,9141.72648,74.03975664,1,18112037.94,1,3056064.784,13114.97521,92.07024777,115
6,567.9912173,117585.4925,244135.0094,6104.936665,57.82621453,3,184992115.6,1,15559620.28,29120.89072,19.08463857,622
6,496.1889026,448360.9988,266910.8846,589.9010098,88.85940885,2,316711006.4,1,18646791.1,9046.300194,44.2648563,1595
4,881.5837701,97116.12041,192871.8635,9346.344624,86.76828752,4,125967654.3,2,11241244.43,23995.21654,68.82834537,2901
3,318.0342097,303109.2188,10893.97061,3503.847723,85.92211721,3,324658829.5,2,15063254.56,13936.61722,75.87329464,2032
5,350.9824644,303903.5658,158058.0086,9784.915833,95.72336028,1,293770867.6,2,9147760.81,42273.06152,56.10449303,4218
5,943.8472645,458787.5845,15615.90248,7365.729036,60.46583863,2,497141922.4,1,17850947.04,32794.30712,84.30506691,2165
4,516.2541593,86409.43058,273243.3705,322.2474297,97.93393251,1,218516911.7,3,13272583.44,805.7897892,12.78995766,1019
2,225.1812165,33824.42972,421770.6139,8576.249339,83.4939013,1,400257235.7,1,8864963.2,43393.08114,26.34305382,3206
6,365.6734992,487006.5302,221498.5289,6153.217662,62.5963509,3,307607275.6,2,17928753.34,44983.39297,72.44425081,3335
7,701.6021821,466300.5109,358730.3264,6281.349616,80.52392688,1,155069651,3,9370284.836,29517.96874,26.66226784,4740
7,916.6548226,309904.1002,284708.4433,3092.842456,76.18390325,1,356292952.2,3,17495150.3,48522.2406,27.82170355,177
3,741.2825337,270697.5564,124276.1724,5271.110561,71.24713308,1,278406419.2,2,14492588.1,49256.8572,78.87937801,2600
7,941.3461678,493149.063,272515.1267,128.9682687,57.88784651,1,479017350.5,2,9241081.389,49931.18428,13.47053764,1514
4,282.6421008,484627.6409,143358.6484,1755.162416,62.96281496,2,159099201.7,1,11322611.51,14076.25763,70.98207005,2110
4,745.8456941,201324.3886,26556.73913,3192.140586,58.15531243,4,417778757.2,3,3843890.172,42874.72945,67.96701915,3969
4,568.0350241,482524.9364,193344.8084,1632.292151,89.82425981,1,481380967.8,2,16236010.44,22155.68971,60.8687867,600
6,357.9717155,28452.7155,175107.8251,1829.131263,50.54687085,3,285983914.1,2,7902465.329,18564.81922,69.74555239,377
6,242.1663829,245653.827,33038.77917,5715.128964,90.0708634,3,372641341.7,3,13823920.54,31136.60604,73.97776712,4414
4,187.8252182,329016.1644,329105.6826,2751.930083,83.22201236,2,221198067.7,1,10963555.33,34401.2917,68.78988029,1130
5,98.59877622,439667.8356,406692.3486,3431.243084,73.51585141,4,359267868.6,1,435792.8124,1710.281075,2.765307452,3397
3,491.9081495,278451.696,347057.1976,4383.146916,94.4761862,2,364433597.6,2,17698894.79,17182.62206,10.8064491,2914
2,848.3918213,168846.7517,87964.6644,3529.660455,70.59550536,4,338397566.8,3,5100901.255,27717.67263,37.31450591,243
2,722.9252725,1319.254389,36671.58179,6481.70215,57.27113382,3,239514597.5,2,5327864.393,40331.61702,10.62986392,3186
3,560.8183034,24204.67668,139681.6861,8625.455981,80.88757878,3,372855348.9,1,1371864.988,26651.73966,4.603258722,1818
7,308.17319,117821.5891,287727.3568,8080.387912,69.16034513,3,23174993.62,3,4524260.442,37021.80301,89.05187621,141
1,913.1780331,5438.254889,81596.20472,8793.541247,96.51611051,4,169060028.6,2,4868226.829,13716.14193,82.12725231,4867
5,965.4386081,89272.39821,324715.1269,5055.431057,59.86860837,1,455335956.5,2,15092986.88,18559.41233,52.18123209,1416
6,245.693666,401998.2451,95856.02375,6474.000431,93.95965961,2,139276518.6,1,17106525.53,15585.27317,6.782262098,2472
7,328.9138526,105907.2401,403431.2685,9119.528094,62.88694589,2,84982079.93,1,4381840.221,16433.13461,20.86904998,3001
7,512.777597,473730.9056,33729.98241,3923.801778,62.28605914,1,201303494.8,2,14080227.95,49520.99616,38.81684294,3076
7,927.5222558,184770.0653,93205.44805,4356.047046,74.86041823,4,318604632,2,6382826.521,39191.2634,71.753186,15
7,666.7756876,339136.4606,439377.391,8247.092997,83.96230194,4,367180250.1,1,19286654.84,40987.61263,49.18810353,2558
1,175.4648342,69429.51948,416434.3953,9380.297443,85.64269067,2,72747187.29,2,15887707.59,16405.61569,69.19903746,140
2,544.2774522,85610.79379,249047.4323,8878.561818,74.46851295,1,345637943.6,3,9737781.506,41500.13631,32.7804585,3772
4,941.3976144,49921.58566,82383.75045,6850.878237,51.66581627,1,95712086.17,1,16856916.5,19610.35083,14.13042568,4481
6,459.9102703,115079.24,180731.4622,6796.895766,77.58468774,3,319678572.8,2,10378929.13,34160.12865,94.30998998,2222
4,377.8451773,472435.9952,69434.80616,6142.587397,94.16329753,2,420462456.8,3,7691469.118,46077.79404,93.80028677,377
3,603.9660722,215121.4963,219937.7123,9448.7043,98.89096757,2,101391494.7,2,2371829.969,17028.43816,43.55086211,1375
7,822.0043656,79894.91295,427976.9917,4602.426845,88.47169551,1,354495467.6,3,18524108.65,2568.87726,64.83992531,1649
2,768.0731086,220528.5447,398838.8614,4484.660088,74.52327408,2,32291419.44,1,3754284.905,44837.4464,98.19903216,228
6,431.074839,185124.2203,72322.18895,3942.427559,72.21314045,3,103178073.8,3,7706390.061,27166.27573,98.59082114,3551
4,825.3711349,73675.79078,390248.3991,7319.024849,98.46997357,4,356536516.2,2,12614784.74,45537.52088,34.55674162,1755
2,901.500883,388221.3106,104977.1877,4932.95394,63.64735589,1,110904514.4,1,17092373.78,22660.29997,46.58988853,4855
6,275.6465378,104398.4293,377938.4941,5610.374391,88.92037667,4,204281583.6,1,3037756.866,4325.304551,39.71796316,2725
7,199.6295708,319781.9426,120548.8342,3091.03023,93.78496307,1,125290342.6,2,12510892.58,11356.91252,30.93038886,4794
3,176.2921163,374292.6992,153410.5837,8660.690752,89.85851741,1,327234178.3,2,2869860.124,3986.760738,98.3055142,469
2,623.7298988,208340.9869,24004.04972,196.2036858,53.42136314,4,262956163.5,3,14471524.23,41201.99858,62.06376197,1061
4,685.9092075,304779.1854,397267.1632,9435.792253,96.22820475,4,349161593.1,2,9082511.203,49910.24772,7.035990997,485
2,965.5281308,230923.0585,247237.955,4880.214502,74.03682518,4,399030551.8,3,14616249.33,23054.63624,83.6363257,3361
1,832.0369949,248370.665,416013.9068,9566.298291,70.99853935,3,117712223.9,2,4224867.29,28830.17118,93.63233158,1351
5,948.040927,359736.1079,333594.6065,2077.239476,78.40132389,1,233341400.7,2,15472949.28,33486.70974,31.842806,2738
5,565.6070841,398448.4122,100796.4736,8331.433877,79.13156605,1,345959771.8,1,18684764.44,45946.3643,67.43835555,4200
4,377.2293394,39239.11535,305971.3036,9656.151109,98.8744544,2,457889446.8,1,14602599.81,47859.65873,2.574521664,3369
7,336.6929282,430376.7413,41648.91915,5130.510575,76.07650089,3,174055291.7,1,373267.5202,12846.16341,82.39687463,1272
6,253.0797111,301705.2902,321406.8827,6508.053533,74.32408042,2,199490382,3,10907519.43,14140.34107,40.06586769,1512
7,836.2835785,164040.515,368343.5608,5883.294534,95.69199312,1,376464336.1,1,7419870.289,31347.73815,40.09681753,1126
2,819.5221658,108465.2162,60910.95394,755.9277391,83.3973495,3,443519276.2,2,6736691.215,38809.37548,71.12290353,856
5,824.8833428,54946.53863,60421.04413,6626.100785,87.47763306,4,263596403.6,2,16775458.42,889.4247701,62.54015458,3942
6,792.3037134,420728.3961,14276.97872,5766.354123,88.99277593,3,310120955.3,1,14857463.82,45354.15018,77.67867185,3297
3,420.4562446,357421.2501,212936.9619,1981.562443,71.07056535,4,473010239.7,1,6446532.911,29120.24043,2.458372221,4850
4,501.3048369,281910.7978,139313.36,9484.539556,57.88271339,1,373385605.6,1,6484057.691,39388.00567,3.60318577,842
2,879.5806473,18784.59355,398021.2565,4809.018368,56.07379571,3,365358300.3,2,16914133.99,17815.37757,5.494347149,2063
6,372.6137004,122118.8039,278355.7319,2129.352315,65.29316121,3,308890259.4,1,7502142.254,12806.09723,89.99996164,2220
1,639.6538401,76022.69012,148997.0027,9582.574085,82.67194222,1,264520398.5,3,16559423.51,22022.26016,2.265998523,106
3,691.2987627,174492.4285,170566.5549,6630.412913,74.10893472,3,177536750.3,3,7559277.182,31361.5335,26.23786181,1069
4,944.7676107,175674.1508,328436.508,2827.664573,87.23808923,4,121118363.2,1,17439826.38,40193.0985,76.53858962,3427
3,2.884848707,469894.9676,404848.5966,50.654544,52.63955756,2,292810284.1,3,11298173.34,40767.52677,26.70934756,760
7,173.7949203,338332.8459,392389.4244,9809.352333,53.11775938,4,289671812.4,1,16700889.22,32161.63587,41.94824704,4207
5,275.2325078,222664.7842,40842.89934,4936.292664,66.90506627,4,173437367.6,1,6310516.538,12793.91662,87.3026611,1511
6,138.0448301,347927.8128,194679.8837,9980.52696,99.57689838,4,158347735.4,1,17229847.59,27917.02978,96.15733095,701
3,272.7982089,7816.263788,159407.0295,5953.030145,90.68065975,1,376977401,1,11350829.28,12742.97114,2.884349603,3824
5,274.4340188,166063.9574,248186.0878,6718.909782,65.15560343,3,225539082.1,3,6270193.208,12561.05519,27.27030433,3885
7,110.9871763,124713.3849,45587.25272,2756.927737,84.19760099,3,389800724.6,1,14006207.7,1681.518948,82.93455179,2717
3,425.644933,108130.9942,192074.4859,9735.655742,74.57660639,2,411308480.9,3,10094570.12,29384.74692,89.58256999,1692
7,14.96908125,263026.4801,418152.3643,2814.870114,74.72524782,2,199286561.7,3,4766469.676,36766.08947,70.2312153,1040
5,80.49439108,284178.987,228239.877,6775.591461,66.38741777,2,368213921.4,2,5113758.292,47371.14945,85.63988608,780
6,888.9930125,303843.4664,2110.815937,6748.438669,62.63397159,2,407499144.1,2,9890501.533,21609.99527,37.78077419,3625
4,511.2150069,367752.5712,85328.13798,4439.913378,77.01755827,2,377952689.3,1,15809143.2,37658.70144,26.02737212,3895
7,657.221978,294788.3476,137303.3672,3917.009294,86.90681879,2,241544968.9,2,5362918.087,43031.75182,8.698940129,2610
6,222.9422438,38778.03679,256714.614,5422.858311,94.34466727,4,396429804.5,3,2052367.478,30119.95448,17.90627134,1962
3,796.4602122,367780.2894,247420.7008,4220.716552,66.22273582,3,122453485.7,3,10518949.25,26240.82788,36.88384377,2063
5,244.0921147,459074.2276,241409.4052,1681.096588,74.70399242,4,355293729.7,3,11131296.25,6906.032928,3.171966598,1613
5,463.9380702,177440.8721,72693.86261,4641.458114,62.46653412,3,43154456.24,3,6490682.059,7740.188081,70.40788889,2169
5,21.60386127,206468.3086,235261.0829,7945.796128,52.6418659,1,382016852.9,2,16514807.08,5797.333804,95.83494903,4153
7,735.127651,161856.1141,236065.0337,5907.422405,52.42045293,2,107848046.7,3,6443387.34,32018.68944,81.02233276,2294
1,992.9127251,348477.7779,277127.787,8215.275828,55.57225512,2,405804252.2,1,15601429.29,3218.612801,74.65721835,2791
5,663.6945282,126934.9473,352482.4005,3589.482004,81.55452028,4,114296263.8,3,720414.5656,6355.28718,94.14960259,2352
1,873.8078791,249375.5049,139339.7762,6606.988757,69.26116789,2,64121280.1,2,17855338.32,31544.1344,44.90936534,1002
6,165.0639728,76335.75248,332792.4954,5903.77007,54.8527638,1,282825606.2,3,6155837.537,19203.38503,70.85789406,4527
6,880.3346568,32090.29593,100608.1903,1839.695661,99.20327519,1,98031193.91,3,13750140.56,2874.74918,30.77995596,3526
4,291.4262079,31309.32396,36480.50509,4375.432505,61.74361393,4,445779276.6,2,4830788.975,3116.97159,54.4090102,2403
2,936.4507503,154111.3321,38719.66484,7744.224444,63.99767514,4,340417350.2,1,3726115.185,39637.00243,23.14593691,3283
2,862.2304401,246113.3135,64589.48,847.6062513,89.18491349,1,134726714.8,2,6070974.017,39806.70338,28.68033704,2080
4,312.3643726,32793.81784,213405.4132,3914.519819,87.22347417,1,130805037.2,3,12591505.94,27467.34157,29.23381181,4235
2,303.3885951,206790.8651,431221.8219,2723.765612,50.37351871,3,125465118,3,13827342.73,5124.667272,62.82510021,850
4,667.8744215,183700.8888,208852.0949,6746.649547,66.8560721,3,204038865,1,14185773.87,36529.21975,38.10499184,4574
3,893.1278791,310196.4271,361605.4479,567.6044934,80.65075207,3,437734536.2,1,2453074.033,15238.8189,37.49931879,4527
4,499.5263693,27528.497,100793.3907,7361.265603,99.67231863,2,198818427.1,2,6737021.669,47583.56939,96.01187769,1811
2,692.2679876,441430.4234,380699.5282,2436.632679,53.07165746,1,179463374.7,2,17650412.85,29672.7604,86.14676856,123
7,745.6143896,122429.8379,394027.4216,2171.901151,73.6372054,4,90209817.66,3,8704102.684,1285.481409,26.46549072,3940
2,129.4898933,427871.4659,266648.4368,1966.041966,94.79931987,2,170319509,2,17425333.16,45456.05068,73.28270556,208
3,502.5036554,264624.0799,312428.88,3707.467842,60.91821831,2,237002231.9,2,11870806.79,3080.926729,22.41145239,1388
5,627.6225643,390132.8216,357196.6193,6526.412766,96.00145124,4,132003540.4,1,9130552.691,32635.18,80.10528857,4474
5,850.3195726,29167.07629,318897.0248,1265.030467,96.40182353,4,40540574.38,2,16563550.47,25640.86123,81.40437641,4068
5,884.6081239,145064.2824,39436.59351,4058.497137,74.53755657,4,432300570,1,5837661.397,41349.30919,72.37757182,1714
7,405.0348389,390523.7897,208926.1423,2695.238271,98.87729581,3,328923018.7,1,16839242.76,29507.82788,27.18629795,2556
3,35.55773571,287670.2063,315875.7079,8554.048178,67.49883453,2,174894597.7,1,10620274.71,15270.34377,18.50890312,534
1,738.5213376,482651.8799,389447.2864,2194.005719,55.94792851,4,452777583.5,1,3688324.583,24859.99088,4.933154871,1791
6,388.5012419,188878.6486,354770.5814,916.8267796,97.14213668,4,212065723.5,3,13133963.13,1994.275943,83.49124427,2056
2,922.6841593,240886.7974,258382.5124,6985.398551,61.6336382,2,394198160,3,8058846.851,38466.3306,7.617810581,2049
4,238.0182535,387843.5633,136522.9437,18.69470518,93.06416239,4,399240960.1,3,2295828.487,10217.48763,87.27953174,4959
3,727.3199253,154219.8932,115152.5516,3407.786709,52.15250085,4,27236489.85,1,8039969.873,38037.98437,81.14393731,4330
6,447.2690378,362036.1056,121293.3483,5796.286593,70.15891434,2,27860868.39,3,3639807.328,35914.4746,96.24272697,2519
2,663.4671992,478594.3269,365263.3972,7404.846861,98.74383159,4,125709481.9,1,1219706.814,35776.93828,51.32804801,3805
7,165.3123941,175083.4678,357047.7628,7541.869465,52.40996468,4,192392805.1,1,3372165.477,36266.26469,44.68777311,747
1,923.7723213,216960.6311,275803.4839,5156.871425,80.54172257,4,350278506.8,3,17890637.33,4063.719402,27.76891205,1547
3,188.9284467,222340.1435,48749.18831,1678.329381,84.65895563,1,418239772.9,2,9523014.839,21938.20576,79.78610144,3260
6,404.3226627,156238.0698,195849.6872,1093.241057,86.65253633,4,14915252.22,1,5410005.745,32261.03563,39.52971063,111
5,696.6418186,56326.34755,222706.3313,4999.875301,63.21529152,4,369503839.5,2,18283372.25,24463.31472,89.44339585,2942
5,489.0079151,450710.603,248857.9303,1735.50442,93.70873055,4,171525541.1,1,7247132.956,37983.58967,13.90127582,3661
7,774.7051453,24446.27713,77210.57818,7844.837312,79.0354073,3,327667039,1,14452212.87,39833.92903,40.16822246,3531
3,493.0950948,233115.7115,37635.09281,9348.168299,78.46714646,3,438002437.8,2,11555945.7,39177.74014,57.201674,331
4,702.7108358,128405.0364,201845.0598,480.0904013,96.52522554,1,160620933,1,17903991.7,35076.70881,51.8457077,2550
4,119.5966086,401023.924,358320.9769,6006.484938,73.50556211,4,18279260.79,3,12146098.02,29796.8081,16.2725162,2739
1,583.1207227,319609.1205,171853.852,6806.191644,68.80075653,2,476231510.3,3,16131165.19,42891.7304,5.235665074,2379
